Image_Name,MSE,MAE,SSIM,PSNR
0001.png,5.01171875,16.10383450255102,0.9752525775906182,40.77051194392077
0002.png,13.450454400510205,25.58984375,0.946383029923652,26.74966423402802
0003.png,10.97179926658163,36.48487324617347,0.9441876668455386,35.753324468337496
0004.png,23.318777901785715,24.68520806760204,0.9127163916835141,24.109025241308085
0005.png,5.445073341836734,39.582350127551024,0.9856847339160781,39.85014473124678
0006.png,9.156110491071429,26.507393973214285,0.9493151223356164,37.402983892236264
0007.png,11.042370854591837,44.16541772959183,0.9752072629030744,31.53062125921556
0008.png,28.18472975127551,18.88004225127551,0.9376323289851496,29.707702591557297
0009.png,10.995017538265307,22.954838966836736,0.9407642905656999,34.52507865706445
0010.png,11.532106983418368,32.97144052933673,0.946284768599815,33.7777134912441
0011.png,7.558035714285714,22.75283003826531,0.9556621966810838,38.732619525593755
0012.png,5.8373525191326525,30.233876753826532,0.9752376776318722,40.04924150741385
0013.png,9.946029974489795,25.97807716836735,0.9408938795390881,36.257003977617536
0014.png,14.269929846938776,35.976921237244895,0.9573763859711435,26.921891800712455
0015.png,16.76474808673469,45.930883290816325,0.9571921715214747,26.52019764749547
0016.png,11.317960778061224,25.461814413265305,0.9479572576677741,34.001297611758666
0017.png,6.643674266581633,41.07216597576531,0.9846971294625797,39.51472760113362
0018.png,14.155970982142858,32.89277742346939,0.9322513548856838,29.818908565745033
0019.png,3.4015266262755106,26.383868781887752,0.9764655277396174,42.51213124857722
0020.png,17.933394451530614,41.16274713010205,0.9234319404710484,27.965384947840285
0021.png,21.583705357142858,67.16952327806123,0.91641402206088,29.91546571675118
0022.png,7.4280532525510194,35.262276785714285,0.9784275235151105,31.724114368197505
0023.png,14.888771524234695,15.50799186862245,0.9663458899966261,33.1644724844856
0024.png,13.361846301020408,25.490154655612248,0.9153665671996113,33.65058882663878
0025.png,9.022759885204083,36.122767857142854,0.9566318801251936,36.82506871283713
0026.png,44.576929209183675,97.71591996173468,0.9287953360597292,23.133226163079033
0027.png,16.506118463010203,40.30307318239796,0.946415203537978,27.376041760501778
0028.png,13.818917410714286,15.545001594387756,0.9621346169924175,33.75401953621989
0029.png,11.02066725127551,36.1037747130102,0.9640990178315795,28.708937955361232
0030.png,29.29819036989796,63.86965880102041,0.9181545236417546,28.839627483596576
0031.png,11.999422034438776,36.5599290497449,0.952952116826883,32.02469799575991
0032.png,7.8854233099489806,32.44150589923469,0.9537808969878843,36.56237266101067
