Image_Name,MSE,MAE,SSIM,PSNR
0001.png,0.4275749362244898,0.3999123086734694,0.9960467062360961,28.63098104918249
0002.png,0.08932557397959183,0.08175223214285714,0.9991909708986418,35.12659268066149
0003.png,0.07850366709183675,0.05414939413265306,0.9991674952560894,33.43905783405098
0004.png,0.1793885522959184,0.0890266262755102,0.9982944383220332,29.665551634931496
0005.png,0.2277582908163265,0.1880978954081633,0.9982541286241037,32.10597325486671
0006.png,0.10831871811224489,0.0677016900510204,0.9991773186508384,34.23260842318797
0007.png,0.08689413265306123,0.05528539540816326,0.9992036310268058,33.47027882797481
0008.png,0.6832948022959184,0.5376873405612245,0.9943760479742885,26.33166372276255
0009.png,0.0397999043367347,0.1028579400510204,0.9992735005431095,36.66509269979387
0010.png,0.07248485331632652,0.09213568239795919,0.9993460918080533,35.84171267277532
0011.png,0.0969985650510204,0.08217075892857142,0.9992415177321189,35.17175502113684
0012.png,0.7695711096938778,1.022720025510204,0.9935333907756619,29.238691309106137
0013.png,0.35305723852040816,0.2682358099489796,0.99574601360836,26.424564968959338
0014.png,0.07928093112244897,0.0803172831632653,0.9992357135829567,35.01917158887315
0015.png,0.6345862563775511,0.8194953762755102,0.9955774843601375,32.6339044053237
0016.png,0.26610331632653056,0.04922672193877552,0.9974812401938783,26.86336915202059
0017.png,0.2534080038265306,0.3056640625,0.9974769921121835,30.22060766588362
0018.png,0.7433633609693876,0.10803970025510203,0.9940496841182072,23.05736078549291
0019.png,0.21376753826530612,0.05508609693877552,0.9982309799614625,28.598262705557246
0020.png,0.6188416772959184,0.37876674107142855,0.9945195802295983,25.591604462167542
0021.png,0.16882573341836735,0.12003746811224489,0.9982526557215612,30.139125420476272
0022.png,0.19640864158163265,0.15906010841836735,0.9983590129363891,31.63700985290939
0023.png,0.6038544323979592,0.5677814094387755,0.994547059458435,27.000693987697243
0024.png,0.6452088647959184,0.6653778698979592,0.9936397162290389,26.69421054430742
0025.png,0.24354272959183673,0.13994738520408162,0.9981132851434076,29.986786940866228
0026.png,0.3108458227040817,0.5634367028061223,0.995678068607825,29.506104819885266
0027.png,0.3157286352040817,0.2783801020408163,0.9972247893899491,29.866457966625063
0028.png,0.4599210778061224,0.20744977678571427,0.9954671226471041,25.292353982302743
0029.png,0.09402901785714286,0.08223054846938774,0.9992282978749097,35.14669588581374
0030.png,1.3681441326530612,0.7194276147959184,0.9896873256811397,22.902160876952035
0031.png,0.1966876594387755,0.04852917729591837,0.9981693625432818,28.457532846714773
0032.png,0.5240951849489796,0.334163743622449,0.9958303554490849,27.18646264808435
0033.png,0.465023118622449,0.3046675701530613,0.9958003652273257,26.834505599504904
0034.png,0.33217075892857145,0.09201610331632652,0.997443906527677,27.354880520255257
0035.png,1.0441047512755104,1.3200135522959187,0.9915777809555953,28.242429379700063
0036.png,0.6344666772959184,0.19226323341836735,0.9949155686529257,24.380576479536625
0037.png,0.0897640306122449,0.026745854591836735,0.9991793161372423,32.02703033660318
0038.png,0.1213329081632653,0.06891741071428571,0.9991901368441755,34.31230568947689
0039.png,0.1736686862244898,0.2007732780612245,0.998360070710648,32.524882335495946
0040.png,0.5197504783163265,0.3428930165816326,0.996081920911083,27.829957361925736
0041.png,0.38789461096938777,0.3910036670918367,0.9958603577017645,27.91026134099036
0042.png,0.2212013711734694,0.1960499043367347,0.9983605420340625,32.37376857723166
