Image_Name,MSE,MAE,SSIM,PSNR
0001.png,61.748863998724495,98.77317841198979,0.2838337099526635,8.399058892704225
0002.png,82.56224091198979,63.9377590880102,0.3078062886933758,5.585565509279292
0003.png,73.05488679846938,68.07824457908164,0.3274793923817704,6.271485932195357
0004.png,72.17384805484694,107.27010921556122,0.29970787533523874,9.399956178850786
0005.png,75.06808035714286,46.28691007653061,0.394163131577154,5.4356439750019225
0006.png,51.655970982142854,79.69754464285714,0.3092962605607518,6.999150085552599
0007.png,80.29083625637756,38.04526068239796,0.29646634969645275,3.727965646165446
0008.png,81.76781728316327,111.68773915816327,0.26870510416244536,9.45777211499328
0009.png,42.56196189413265,65.94361846301021,0.4818410844664351,9.052967140869555
0010.png,61.12681361607143,84.62246890943877,0.28317039486818846,6.912052865256166
0011.png,84.59171715561224,53.498325892857146,0.29945486848470937,4.763114481388497
0012.png,51.567761479591844,97.33669483418369,0.283010003130812,8.232149909127179
0013.png,61.7346340880102,39.917590082908156,0.4804113413196725,6.128818343357301
0014.png,85.43082350127551,61.602698501275505,0.3135135911206918,5.587134019190721
0015.png,69.23090720663265,49.319714604591844,0.277804282798076,4.234972522124102
0016.png,66.40561224489797,73.18961256377551,0.30873003342535205,6.369714497251943
0017.png,81.2891621492347,18.423728475765305,0.2808740616180373,2.4391400398101224
0018.png,79.70370296556122,46.329021843112244,0.2819254352537891,4.068154663139953
0019.png,72.96235251913265,74.21809231505101,0.31784721597569393,6.676295196046151
0020.png,72.32645089285714,51.14022640306122,0.3084669078932932,4.6652501988819814
0021.png,78.93598533163265,78.61662946428574,0.2743903346771658,6.2423155912161175
0022.png,59.03974011479591,40.9765625,0.40258101881342495,5.136782732549083
0023.png,71.68773915816327,92.31325733418369,0.28712130451683204,7.526134483611848
0024.png,55.436682876275505,52.15531329719387,0.47251680329439905,7.1641262946568665
0025.png,90.09825414540816,31.55512595663265,0.2807900058148912,3.1741100447502397
0026.png,85.54302853954083,71.91782924107143,0.2652763576980956,5.59305793530518
0027.png,76.43973214285714,64.09785554846938,0.3161617860477638,5.792628294517113
0028.png,51.052076690051024,80.42488440688776,0.3780324362591977,8.305460349037874
0029.png,80.8149115114796,72.10457190688776,0.25512289139937816,5.560595867443899
0030.png,75.16864636479592,74.80169802295917,0.3112550772578802,6.479915987099323
0031.png,68.77281967474491,15.078025350765305,0.41469195738640824,3.355408580333632
0032.png,87.57069116709184,57.851223692602034,0.28140766525558486,4.863821967109519
0033.png,63.05717873086734,56.529516103316325,0.43743814060637665,7.060670511011789
0034.png,80.70571588010203,50.879663584183675,0.2813436346478321,4.383420822900216
0035.png,44.9638671875,70.43939333545917,0.46447947269264556,9.101660333289333
0036.png,67.9371412627551,40.070033482142854,0.4455154644027065,5.650927384781147
0037.png,37.452527104591844,65.09367028061224,0.4841661733074006,8.954000093014889
0038.png,85.87488042091836,56.39883609693878,0.31609825026401844,5.203704623629895
0039.png,41.10786033163265,33.503587372448976,0.4799925838565122,5.539202104241268
0040.png,73.73897879464286,52.645188934948976,0.35572333386509863,5.381431078325516
0041.png,58.65379862882653,88.42253268494899,0.3190983651673202,7.929573948380816
0042.png,59.464046556122454,33.70184948979592,0.4467912429639729,5.089926257741669
0043.png,76.74180883290816,66.19226323341836,0.3176582736815341,5.962804391429909
0044.png,68.63245376275509,46.587771045918366,0.44794749759849456,6.244332139836589
0045.png,80.28099091198979,50.8662109375,0.3077013406620167,4.663414843556753
0046.png,58.91354432397959,77.60124362244899,0.35631016587650954,7.585442883860335
0047.png,60.703463807397966,81.88299186862244,0.31180631504357587,7.144091144378317
0048.png,63.13962850765306,79.4623724489796,0.2911587091044936,6.681610773903782
0049.png,92.57224569515304,30.440708705357142,0.2809527158253058,3.1105699738326438
0050.png,81.1746053890306,50.733717315051024,0.263912413863042,4.187004111483913
0051.png,64.06333705357143,48.45467952806122,0.44673483428174265,6.407049628304712
0052.png,81.52126514668369,59.80327248086735,0.30717970726872185,5.321015021851459
0053.png,71.37039620535714,13.541792889030612,0.40363585808355495,3.1660097710205015
0054.png,77.11822385204081,71.96018016581634,0.28425500704479995,5.910378830985158
0055.png,79.16671316964286,64.37884646045919,0.31727999751860436,5.821945396101492
0056.png,40.41483976403061,86.93142139668366,0.2821693596269926,7.22751518537197
0057.png,79.48565051020408,71.14158163265306,0.2824553051433096,5.86821414836905
0058.png,77.07250478316327,69.8485331632653,0.2818604636012693,5.725574467606563
0059.png,57.040597098214285,97.24372209821429,0.2756207893523609,8.036318592910362
0060.png,68.1587213010204,58.917809311224495,0.39488470034162604,6.533473053102657
0061.png,69.88360969387755,101.76482780612244,0.2849194108338547,8.702457354564272
0062.png,85.79215162627553,26.2294921875,0.30673510507591567,3.081759708781745
0063.png,74.7007134885204,49.64945392219387,0.4013034784008969,5.862917483529633
0064.png,78.4212571747449,62.617645886479586,0.3156877677125703,5.615660974552813
0065.png,67.74657206632654,42.590361926020414,0.44564051366780455,5.876630296336077
0066.png,49.429966517857146,31.2386399872449,0.46841176640980947,5.186103922407529
0067.png,73.25163424744896,75.1411431760204,0.28066800298255407,6.1729090210719
0068.png,60.42093829719388,77.7470703125,0.29949724107062936,6.679616008966064
0069.png,79.13030133928571,49.18746014030613,0.30636090811091754,4.5584759774192944
0070.png,51.21221301020408,35.7766262755102,0.44698694228197294,5.276623825610919
0071.png,50.76558514030613,75.75167410714286,0.48494060407467493,10.29738725323173
0072.png,87.12027662627551,55.00882892219388,0.28142719183058146,4.668077836296206
0073.png,74.90563217474491,59.786730707908156,0.31847457116672123,5.308926644363249
0074.png,61.878985969387756,105.52606823979592,0.32035071235339,9.647975053317092
0075.png,78.6893534757653,56.30681999362245,0.3448082290220753,5.563533993115537
0076.png,65.71661750637756,54.950793207908156,0.41859998638895146,6.493498197276164
0077.png,85.25263073979592,56.444754464285715,0.30790162603220533,5.080372801357883
0078.png,27.65481505102041,71.76610331632654,0.43831530757286835,8.7915237453848
0079.png,66.02923708545919,106.72056361607143,0.28840371994471975,8.656614618891625
0080.png,52.16609534438775,66.04639668367346,0.4050507447673878,7.418262593772731
0081.png,83.23871970663265,58.8663105867347,0.3155470597245969,5.390438324537068
0082.png,48.88271285076531,56.15120774872448,0.4828276175238131,7.809451058013535
0083.png,63.963109853316325,23.16719148596939,0.4799719334748538,4.644396060000963
0084.png,56.693518813775505,30.851084183673468,0.4581353215935698,5.009088430813628
0085.png,90.18050462372449,32.4509127869898,0.27277307829839403,3.1471716743908775
0086.png,72.26887356505102,46.747668207908156,0.30833520790787305,4.389333396999206
0087.png,70.20659279336735,78.05436862244899,0.2815624720237765,6.3318981343929615
0088.png,45.90019132653062,85.91003667091839,0.2813158527195282,7.12607754208265
0089.png,53.275809151785715,60.395667251275505,0.4369129989989853,7.354562676386757
0090.png,32.91667330994898,62.37773038903062,0.4713096132583916,8.39297301018031
0091.png,79.18797831632654,36.382692920918366,0.31755644768898905,3.797068691412378
