epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7018242478370667,0.7823092937469482,0.5625699162483215,0.49947917461395264,0.6291748285293579,0.8488694429397583
1,0.739465594291687,0.8213365077972412,0.5207881927490234,0.4984374940395355,0.5976576209068298,0.9655427932739258
2,0.7404932975769043,0.8244795203208923,0.515296995639801,0.5843750238418579,0.688560426235199,0.6249366998672485
3,0.7497430443763733,0.8298428654670715,0.5072293281555176,0.745312511920929,0.8311570882797241,0.5213924646377563
4,0.7521839737892151,0.8410930037498474,0.4934757351875305,0.739062488079071,0.8285243511199951,0.5171173810958862
5,0.7571942210197449,0.842444658279419,0.48878833651542664,0.7489583492279053,0.8375928997993469,0.49700114130973816
6,0.7596351504325867,0.8479307293891907,0.481594443321228,0.7322916388511658,0.8220320343971252,0.5205973982810974
7,0.7670863270759583,0.8544191122055054,0.4715733826160431,0.7458333373069763,0.8255292177200317,0.5298429131507874
8,0.7656731605529785,0.8516323566436768,0.476820170879364,0.7281249761581421,0.800938606262207,0.5734463930130005
9,0.7678571343421936,0.8571281433105469,0.4675961434841156,0.754687488079071,0.8384156823158264,0.4920709431171417
10,0.7719681262969971,0.8570513725280762,0.4676097631454468,0.6937500238418579,0.7562134861946106,0.8726184964179993
11,0.7735097408294678,0.8612056970596313,0.46313032507896423,0.7411458492279053,0.8267951011657715,0.5055482983589172
12,0.7723535299301147,0.8618790507316589,0.4594009220600128,0.7666666507720947,0.8581464290618896,0.4681764543056488
13,0.7763360738754272,0.8644407987594604,0.4568251967430115,0.7651041746139526,0.8516013622283936,0.4809735119342804
14,0.7767214775085449,0.8654476404190063,0.45485445857048035,0.7723958492279053,0.8615739941596985,0.4683395326137543
15,0.7795478105545044,0.870665431022644,0.44455504417419434,0.7796875238418579,0.865590512752533,0.45805248618125916
16,0.7867420315742493,0.8750274777412415,0.43959012627601624,0.7619791626930237,0.8409392833709717,0.5399428606033325
17,0.7814748287200928,0.8703534007072449,0.44690048694610596,0.7833333611488342,0.8681050539016724,0.45095792412757874
18,0.7884121537208557,0.8741675019264221,0.4422965943813324,0.7432291507720947,0.8317461609840393,0.512795090675354
19,0.785842776298523,0.8755106925964355,0.439718097448349,0.7869791388511658,0.8616747856140137,0.4659419357776642
20,0.7817317843437195,0.8752065896987915,0.43851563334465027,0.6744791865348816,0.7468374371528625,0.7437193989753723
21,0.7845580577850342,0.877953052520752,0.43285179138183594,0.7885416746139526,0.8671732544898987,0.46183696389198303
22,0.7914953827857971,0.8805962800979614,0.43115970492362976,0.7786458134651184,0.8626601099967957,0.4607659578323364
23,0.7911099791526794,0.8868628144264221,0.4194723069667816,0.784375011920929,0.8675825595855713,0.46146830916404724
24,0.7965056300163269,0.886996865272522,0.41933390498161316,0.78125,0.8617277145385742,0.4685286283493042
25,0.8008735775947571,0.8894145488739014,0.4159337282180786,0.7791666388511658,0.8698989748954773,0.45337235927581787
26,0.7994604110717773,0.8880188465118408,0.41811296343803406,0.765625,0.8560435771942139,0.4707111120223999
27,0.8039568066596985,0.8901669979095459,0.41440969705581665,0.7875000238418579,0.8764501810073853,0.4397677779197693
28,0.8017728924751282,0.8906862735748291,0.4117611050605774,0.7828124761581421,0.8704143166542053,0.4533160626888275
29,0.8056269288063049,0.8963167071342468,0.40263277292251587,0.762499988079071,0.8438219428062439,0.4950060546398163
30,0.8052415251731873,0.8904293775558472,0.4125657081604004,0.7822916507720947,0.8740017414093018,0.45277532935142517
31,0.8035714030265808,0.8951860666275024,0.40340399742126465,0.7791666388511658,0.8666638135910034,0.47000062465667725
