epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6089414358139038,0.6478838920593262,1.2902812957763672,0.49947917461395264,0.5252878069877625,1.0150198936462402
1,0.674717366695404,0.7417134046554565,0.8350664377212524,0.49687498807907104,0.49813312292099,0.9313170313835144
2,0.6966854929924011,0.771367073059082,0.7114831805229187,0.5,0.5891083478927612,0.6853201985359192
3,0.7183967232704163,0.7985994815826416,0.697988748550415,0.6557291746139526,0.7004154920578003,0.6657564043998718
4,0.7239208817481995,0.80594801902771,0.6484441161155701,0.645312488079071,0.7169745564460754,0.6044008731842041
5,0.7252055406570435,0.8072119951248169,0.6182894706726074,0.574999988079071,0.6911154389381409,0.6895176768302917
6,0.7205806970596313,0.8073768019676208,0.6083444952964783,0.7010416388511658,0.782867968082428,0.558883547782898
7,0.7239208817481995,0.8078014254570007,0.6641731262207031,0.734375,0.818105936050415,0.5111759305000305
8,0.7336844801902771,0.8162580132484436,0.6037628054618835,0.7421875,0.8348865509033203,0.4920886754989624
9,0.7341983318328857,0.8177670836448669,0.5858940482139587,0.7411458492279053,0.8259456753730774,0.5518361926078796
10,0.7338129281997681,0.8196201324462891,0.5861058235168457,0.7510416507720947,0.8413788676261902,0.5112036466598511
11,0.7452466487884521,0.8297375440597534,0.5617214441299438,0.7161458134651184,0.8042525053024292,0.5277844071388245
12,0.7462744116783142,0.8300422430038452,0.5546451807022095,0.690625011920929,0.7850477695465088,0.5883855223655701
13,0.7461459636688232,0.8320437669754028,0.5623934268951416,0.7562500238418579,0.852195680141449,0.4972859025001526
14,0.7446042895317078,0.8330965638160706,0.5794342160224915,0.7151041626930237,0.8052507638931274,0.5283944010734558
15,0.7568088173866272,0.8435465097427368,0.4962494373321533,0.7567708492279053,0.84976726770401,0.4874587655067444
16,0.7620760798454285,0.8468480110168457,0.4999319314956665,0.7171875238418579,0.8184245228767395,0.5265935659408569
17,0.7541109919548035,0.8468249440193176,0.5423265695571899,0.7463541626930237,0.8336530327796936,0.5093629360198975
18,0.7605020403862,0.8441013693809509,0.5230712890625,0.7213541865348816,0.810749351978302,0.5236086249351501
19,0.7658016681671143,0.8532906770706177,0.4916141927242279,0.7708333134651184,0.8602687120437622,0.4602021276950836
20,0.7650308609008789,0.8523861169815063,0.5120773911476135,0.7671874761581421,0.8541509509086609,0.4780092239379883
21,0.7700411081314087,0.8571064472198486,0.4845525026321411,0.7463541626930237,0.8477849364280701,0.47342100739479065
22,0.7729958891868591,0.859700083732605,0.5019293427467346,0.7567708492279053,0.8560281991958618,0.4636942744255066
23,0.7678571343421936,0.8556564450263977,0.4919828474521637,0.7645833492279053,0.859221875667572,0.4608341455459595
24,0.7681140899658203,0.8571850657463074,0.5015131235122681,0.7354166507720947,0.8304717540740967,0.49853137135505676
25,0.7746659517288208,0.8608700633049011,0.49322596192359924,0.770312488079071,0.8628531098365784,0.4544656574726105
26,0.7702980637550354,0.8592495322227478,0.49377894401550293,0.6703125238418579,0.7763968110084534,0.5638859272003174
27,0.7672147750854492,0.8549686074256897,0.5468848943710327,0.7338541746139526,0.8336377143859863,0.49890950322151184
28,0.7711973190307617,0.859119713306427,0.4943483769893646,0.7411458492279053,0.8354042172431946,0.49417418241500854
29,0.7769784331321716,0.8666012287139893,0.45713597536087036,0.7541666626930237,0.8583758473396301,0.46255069971084595
