epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7480729818344116,0.833398699760437,0.49920594692230225,0.5005208253860474,0.5005208253860474,0.6931636929512024
1,0.7772353291511536,0.8642730116844177,0.4568464756011963,0.4984374940395355,0.4984375238418579,0.6932839751243591
2,0.7844296097755432,0.8704285621643066,0.44618508219718933,0.5010416507720947,0.606324315071106,0.6917120814323425
3,0.7898252606391907,0.8778830766677856,0.4343673288822174,0.4989583194255829,0.6426736116409302,0.6998756527900696
4,0.7922661900520325,0.8814526200294495,0.42856311798095703,0.4984374940395355,0.6526150107383728,0.7648203372955322
5,0.7941932082176208,0.8827990293502808,0.4258541464805603,0.6291666626930237,0.7288737297058105,0.6180474758148193
6,0.7984327077865601,0.8865916132926941,0.41974952816963196,0.7562500238418579,0.8403388261795044,0.49339422583580017
7,0.7953494191169739,0.8881627321243286,0.4171450436115265,0.7723958492279053,0.8525746464729309,0.47640421986579895
8,0.7981757521629333,0.8911004662513733,0.4111577272415161,0.7817708253860474,0.8614994883537292,0.4631708562374115
9,0.8074254989624023,0.893109142780304,0.4085128605365753,0.7749999761581421,0.8630687594413757,0.4640335440635681
10,0.8069115877151489,0.8961962461471558,0.4032784402370453,0.785937488079071,0.8698205947875977,0.4600151479244232
11,0.8065261840820312,0.8978798985481262,0.39961740374565125,0.784375011920929,0.8792473077774048,0.4367700517177582
12,0.8092240691184998,0.89787358045578,0.4002626836299896,0.7734375,0.8577083945274353,0.474854439496994
13,0.8088386654853821,0.8978886008262634,0.4006480872631073,0.7479166388511658,0.8301427960395813,0.5178551077842712
14,0.8137204647064209,0.9040495157241821,0.38722705841064453,0.7953125238418579,0.8780560493469238,0.44568541646003723
15,0.8143628239631653,0.9032312035560608,0.3908689022064209,0.7786458134651184,0.8644320368766785,0.47842130064964294
16,0.8125642538070679,0.9036698937416077,0.388420045375824,0.776562511920929,0.8581779599189758,0.48653432726860046
17,0.818216860294342,0.9074574708938599,0.3822888135910034,0.778124988079071,0.8690975904464722,0.46007078886032104
18,0.8119218945503235,0.9049970507621765,0.3863823413848877,0.7807291746139526,0.8672052621841431,0.4636981785297394
19,0.8210431933403015,0.9096762537956238,0.3780673146247864,0.8098958134651184,0.8787875175476074,0.45088258385658264
20,0.8207862377166748,0.9102745652198792,0.3762902617454529,0.7885416746139526,0.8718228340148926,0.456249862909317
21,0.8295220732688904,0.9146347641944885,0.36755484342575073,0.7755208611488342,0.8667848706245422,0.4639051556587219
22,0.8238694667816162,0.9133960604667664,0.3697514235973358,0.7890625,0.8659219741821289,0.47262346744537354
23,0.8229702115058899,0.9135052561759949,0.36851584911346436,0.7880208492279053,0.8740258812904358,0.4579679071903229
24,0.8278520107269287,0.9158048033714294,0.3649068772792816,0.8041666746139526,0.8810440301895142,0.43906909227371216
25,0.8313206434249878,0.918270468711853,0.36041060090065,0.7729166746139526,0.8659614324569702,0.49831104278564453
26,0.8266957998275757,0.9157887697219849,0.3639555275440216,0.7822916507720947,0.8725500106811523,0.4638887345790863
27,0.8377441167831421,0.9210386276245117,0.3548840284347534,0.7359374761581421,0.8076687455177307,0.5986108779907227
28,0.834403932094574,0.9211194515228271,0.3532663583755493,0.7739583253860474,0.8595467209815979,0.4730779528617859
29,0.836973249912262,0.9236139059066772,0.3484686017036438,0.7276041507720947,0.8250240087509155,0.5247939825057983
