epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7433196306228638,0.8299259543418884,0.5037062764167786,0.5005208253860474,0.5298305749893188,0.6932358145713806
1,0.77890545129776,0.8626329898834229,0.458670973777771,0.5010416507720947,0.5421110391616821,0.6930020451545715
2,0.779033899307251,0.8720252513885498,0.44255027174949646,0.4989583194255829,0.5852582454681396,0.6918973922729492
3,0.7854573726654053,0.8757071495056152,0.4364900290966034,0.5015624761581421,0.6430349349975586,0.7134816646575928
4,0.7902106642723083,0.8833848834037781,0.4242171049118042,0.5,0.644919753074646,0.8440839052200317
5,0.7945786118507385,0.8822338581085205,0.4252270758152008,0.5609375238418579,0.6929858922958374,0.6723154783248901
6,0.7943216562271118,0.884648323059082,0.42209330201148987,0.7515624761581421,0.8415399193763733,0.4839683175086975
7,0.8015159368515015,0.891548752784729,0.41157469153404236,0.7317708134651184,0.813783586025238,0.5327978730201721
8,0.8022867441177368,0.8935844898223877,0.40696731209754944,0.7890625,0.8688057065010071,0.4593444764614105
9,0.8094809651374817,0.8954840302467346,0.4031326174736023,0.7697916626930237,0.8493103981018066,0.4806916415691376
10,0.805498480796814,0.8984041810035706,0.3980505168437958,0.7401041388511658,0.8223624229431152,0.5461481213569641
11,0.8084532618522644,0.8988580107688904,0.3983052372932434,0.7604166865348816,0.8404659032821655,0.49629372358322144
12,0.8128211498260498,0.9021349549293518,0.39251524209976196,0.7848958373069763,0.8668414950370789,0.46078744530677795
13,0.8152620792388916,0.9031379818916321,0.39008569717407227,0.7786458134651184,0.8636289834976196,0.4638214707374573
14,0.8133350610733032,0.9034406542778015,0.3901692032814026,0.7713541388511658,0.8557303547859192,0.47793540358543396
15,0.8201438784599304,0.9072805643081665,0.38231515884399414,0.745312511920929,0.8080757260322571,0.6245854496955872
16,0.8211716413497925,0.9076821208000183,0.38170701265335083,0.7875000238418579,0.8709172606468201,0.4511536657810211
17,0.8175745010375977,0.9064404368400574,0.3838726878166199,0.7963541746139526,0.8787776827812195,0.4361143410205841
18,0.8216854929924011,0.9080461263656616,0.38073334097862244,0.8031250238418579,0.8825857043266296,0.4306906759738922
19,0.8177030086517334,0.9077979922294617,0.3803101181983948,0.796875,0.8838794231414795,0.43113940954208374
20,0.8272096514701843,0.9128779768943787,0.3703741729259491,0.7807291746139526,0.878574550151825,0.436929315328598
21,0.8292651772499084,0.9161067008972168,0.363214910030365,0.754687488079071,0.8460614681243896,0.5102556943893433
22,0.8273381590843201,0.9153139591217041,0.3654373288154602,0.7854166626930237,0.8683050274848938,0.4612320065498352
23,0.8311921954154968,0.9177237749099731,0.36198097467422485,0.8005208373069763,0.890821099281311,0.42243295907974243
24,0.8320914506912231,0.9186804890632629,0.35925859212875366,0.7723958492279053,0.8608027696609497,0.4821735620498657
25,0.8333761692047119,0.9192699193954468,0.3578062057495117,0.770312488079071,0.8616814017295837,0.4758295714855194
26,0.8333761692047119,0.9192347526550293,0.3585912883281708,0.776562511920929,0.8733804821968079,0.4497770369052887
27,0.8362024426460266,0.9222922921180725,0.3509925901889801,0.785937488079071,0.8696430921554565,0.4680389165878296
28,0.8389003276824951,0.9225409626960754,0.3508782982826233,0.7697916626930237,0.8539384007453918,0.472258061170578
